STITCH,Individual Side Effect,Side Effect Name
CID000003476,C0403673,retrograde ejaculation
CID000003476,C0020457,diabetic hyperosmolar coma
CID000003476,C0149904,Hepatitis cholestatic
CID000003476,C0266963,abscess jaw
CID000003476,C0858342,pco2 decreased
CID000003476,C0546817,fluid overload
CID000003476,C0012739,disseminated intravascular coagulation
CID000003476,C0155652,acute myocardial infarction
CID000003476,C0860112,drug abuser
CID000003476,C1096514,blood ph decreased
CID000003476,C0017612,open angle glaucoma
CID000003476,C0852282,respiratory disorder
CID000003476,C0576995,pharyngeal haemorrhage
CID000003476,C0494165,metastases to liver
CID000003476,C0151905,alanine aminotransferase increased
CID000003476,C0340654,arterial haemorrhage
CID000003476,C0579121,diabetes mellitus inadequate control
CID000003476,C0842860,biliary dilatation
CID000003476,C0857494,unresponsive to stimuli
CID000003476,C0278488,breast cancer metastatic
CID000003476,C0877314,blood glucose fluctuation
CID000003476,C0575158,kyphoscoliosis
CID000003476,C3665347,Visual impairment
CID000003476,C0857305,Thrombocytopenic purpura
CID000003476,C0235369,hepatitis granulomatous
CID000003476,C0011071,sudden death
CID000003476,C0265101,carotid artery occlusion
CID000003476,C1096304,blood phosphorus
CID000003476,C0232168,ventricular dyskinesia
CID000003476,C0877038,electrocardiogram poor r-wave progression
CID000003476,C0271899,normochromic normocytic anaemia
CID000003476,C0271710,Hypoglycaemia
CID000003476,C0948168,bone marrow toxicity
CID000003476,C1167760,bacterial test positive
CID000003476,C0038990,Hyperhidrosis
CID000003476,C0375259,aortic valve disease
CID000003476,C0034192,portal vein phlebitis
CID000003476,C0281778,anal abscess
CID000003478,C0877334,arterial stenosis
CID000003478,C0949044,lymphocyte percentage decreased
CID000003478,C0341698,renal atrophy
CID000003478,C0856054,mental status changes
CID000003478,C0015397,disorder of globe
CID000003478,C0159066,abdominal rigidity
CID000003478,C0679403,vascular stenosis
CID000003478,C0151945,cerebral venous thrombosis
CID000003478,C0151946,pulmonary thrombosis
CID000003478,C0558401,skin laceration
CID000003478,C0919768,extremity contracture
CID000003478,C0155910,pulmonary congestion
CID000003478,C1264517,wound
CID000003478,C2242658,aortic dissection
CID000003478,C0729847,iliac artery stenosis
CID000003478,C0393760,initial insomnia
CID000003478,C0038017,spondylolisthesis
CID000003478,C0476435,culture throat positive
CID000003478,C1141948,troponin increased
CID000003478,C0919892,blood pressure inadequately controlled
CID000003478,C0743668,limb injury
CID000003478,C0700361,emotional distress
CID000003478,C0151936,tendon disorder
CID000003478,C0035326,retinal vascular occlusion
CID000003478,C0948027,pharmaceutical product complaint
CID000003478,C1869048,ageusia
CID000003478,C0854326,escherichia infection
CID000003478,C0241729,weight fluctuation
CID000003478,C3665386,Visual impairment
CID000003478,C0267176,diabetic gastroparesis
CID000003478,C1112386,cardiac ventricular disorder
CID000003478,C2830004,Somnolence
CID000003478,C0236140,electrocardiogram change
CID000003478,C0006110,brain death
CID000003478,C2242737,anorectal discomfort
CID000003478,C0948238,erectile dysfunction
CID000003478,C0235431,blood creatinine increased
CID000003478,C0015674,chronic fatigue syndrome
CID000003478,C0221512,Abdominal pain
CID000003478,C0178417,anhedonia
CID000003478,C0856891,application site dermatitis
CID000003478,C0085623,akinesia
CID000003478,C1504377,hyperglycaemic hyperosmolar nonketotic syndrome
CID000003478,C0278106,ejaculation failure
CID000003478,C0740319,physical assault
CID000003478,C0158266,intervertebral disc degeneration
CID000003478,C0011620,stasis dermatitis
CID000003478,C0263352,urticaria papular
CID000003478,C0232159,pedal pulse abnormal
CID000003478,C0232409,hair growth abnormal
CID000003478,C0038941,postoperative wound infection
CID000003478,C1619692,nephrogenic fibrosing dermopathy
CID000003478,C0234192,feeling cold
CID000003478,C0853857,cellulitis staphylococcal
CID000003478,C0156439,metabolic disorder
CID000003478,C0853595,blood cholesterol abnormal
CID000003478,C2242544,congenital tricuspid valve incompetence
CID000003478,C0853692,blood triglycerides increased
CID000003478,C0032606,polysubstance dependence
CID000003478,C0333559,lacunar infarction
CID000003478,C0438167,electrocardiogram t wave abnormal
CID000003478,C0860163,diabetic gastropathy
CID000003478,C2363749,hyperdynamic left ventricle
CID000003478,C0860513,bone swelling
CID000003478,C0949070,respiratory tract congestion
CID000003478,C0392447,radiculitis brachial
CID000003478,C0158619,congenital mitral valve incompetence
CID000003478,C0855521,semen volume decreased
CID000003478,C1695691,wound infection
CID000003478,C1536015,documented hypersensitivity to administered drug
CID000003478,C0520888,electrocardiogram t wave inversion
CID000003478,C0024887,mastectomy
CID000003478,C0239735,gingival erythema
CID000003478,C1096124,meniscus lesion
CID000003478,C0547030,Visual impairment
CID000003478,C0161458,ulnar nerve injury
CID000003478,C0240811,prostate infection
CID000003478,C0859667,personality change
CID000003478,C0239233,early satiety
CID000003478,C0948610,abdominal strangulated hernia
CID000003478,C1698473,wound infection bacterial
CID000003478,C0877248,adverse event
CID000003478,C0008909,claustrophobia
CID000003478,C0948681,blood glucose abnormal
CID000003478,C0160318,heart injury
CID000003478,C0948376,electrocardiogram st-t segment abnormal
CID000003478,C0016397,localised infection
CID000003478,C0002965,angina unstable
CID000003478,C0409497,joint injury
CID000003478,C0947846,gastrointestinal disorder
CID000003478,C0085700,chondromalacia
CID000003478,C1869076,clostridial infection
CID000003478,C0860901,protein total decreased
CID000003478,C0270639,transverse sinus thrombosis
CID000003478,C0877025,prothrombin time prolonged
CID000003478,C0877027,joint range of motion decreased
CID000003478,C0162566,Porphyria non-acute
CID000003478,C0858701,skin hypertrophy
CID000003478,C0033075,presbyopia
CID000003478,C1096388,arteriovenous fistula site complication
CID000003478,C0236748,anxiety disorder
CID000003478,C0521541,brain stem ischaemia
CID000003478,C0271789,secondary hypothyroidism
CID000003478,C1610082,occult blood positive
CID000003478,C0877031,gastroduodenitis haemorrhagic
CID000003478,C0279695,intraocular melanoma
CID000003478,C0278134,sensory loss
CID000003478,C0919672,multi-organ failure
CID000003478,C0232459,Dyspepsia
CID000003478,C0853398,endocarditis enterococcal
CID000003478,C0425093,job dissatisfaction
CID000003478,C0376670,alcoholic pancreatitis
CID000003478,C0851043,lipids increased
CID000003478,C1112369,paranasal sinus hypersecretion
CID000003478,C0018128,vascular graft occlusion
CID000003478,C0037933,spinal disorder
CID000003478,C1619712,procedural pain
CID000003478,C0877213,implantable defibrillator insertion
CID000003478,C0853562,scan myocardial perfusion
CID000003478,C0497365,rash generalised
CID000003478,C0333271,bloody discharge
CID000003478,C0853760,blood potassium increased
CID000003478,C0270799,cauda equina syndrome
CID000003478,C0241266,subcutaneous abscess
CID000003478,C0521490,application site irritation
CID000003478,C0154472,alcoholism
CID000003478,C0265050,vena cava thrombosis
CID000003478,C0158281,cervicobrachial syndrome
CID000003478,C0424551,exercise tolerance decreased
CID000003478,C1167654,acute prerenal failure
CID000003478,C0424410,excessive masturbation
CID000003478,C0541900,Alcohol intolerance
CID000003478,C0948089,acute coronary syndrome
CID000003478,C0036349,"schizophrenia, paranoid type"
CID000003478,C0028432,nasal disorder
CID000003478,C0858635,pharyngolaryngeal pain
CID000003478,C1141930,post procedural complication
CID000003478,C0920178,stent occlusion
CID000003478,C0034642,crackles lung
CID000003478,C0188602,toe amputation
CID000003478,C0151539,blood urea increased
CID000003478,C0086565,Hepatic function abnormal
CID000003478,C1328275,diabetic complication
CID000003478,C0920055,liver transplant rejection
CID000003478,C1142117,adnexa uteri pain
CID000003478,C0151691,high density lipoprotein decreased
CID000003478,C1699848,therapy cessation
CID000003478,C0392322,"schizophrenia, undifferentiated type"
CID000003478,C1963940,vascular graft
CID000003478,C1262168,cholecystitis infective
CID000003478,C0004763,barrett's oesophagus
CID000003478,C0236780,affective disorder
CID000003478,C0020474,mixed hyperlipidaemia
CID000003478,C0877156,coronary artery thrombosis
CID000003478,C0877153,neutropenic sepsis
CID000003478,C0919718,mitral valve calcification
CID000003478,C0853844,nodal osteoarthritis
CID000003478,C0149662,toe deformity
CID000003478,C0333161,pseudocyst
CID000003478,C0022354,Jaundice cholestatic
CID000003478,C1869041,blood urine present
CID000003478,C1167668,peripheral occlusive disease
CID000003478,C0160075,ligament sprain
CID000003478,C0476281,non-cardiac chest pain
CID000003478,C2242498,haemorrhagic hepatic cyst
CID000003478,C1321686,faecaloma
CID000003478,C0854479,device failure
CID000003478,C0018949,haematomyelia
CID000003478,C1167665,band neutrophil percentage increased
CID000003478,C0036939,shared psychotic disorder
CID000003478,C1535881,oral intake reduced
CID000003478,C0919873,prescribed overdose
CID000003478,C0022729,klebsiella infection
CID000003478,C0151313,peripheral sensory neuropathy
CID000003478,C0475858,pruritus generalised
CID000003478,C1142133,adnexa uteri mass
CID000003478,C0853895,mental disorder due to a general medical condition
CID000003478,C0021655,insulin resistance
CID000003478,C0026771,multiple injuries
CID000003478,C0476414,thyroid function test
CID000003478,C0264523,pulmonary calcification
CID000003478,C0151814,coronary artery occlusion
CID000003478,C0035067,renal artery stenosis
CID000003478,C0271207,hemianopia
CID000003478,C1737211,hypoglycaemic unconsciousness
CID000003478,C0339961,pneumonia fungal
CID000003478,C0854732,dementia alzheimer's type
CID000003478,C0242339,dyslipidaemia
CID000003478,C0580317,platelet count abnormal
CID000003478,C0262393,bladder prolapse
CID000003478,C0042023,pollakiuria
CID000003478,C0847978,prostatomegaly
CID000003478,C0152460,lichen sclerosus
CID000003478,C0853023,blood parathyroid hormone increased
CID000003478,C0333536,dry gangrene
CID000003478,C0178874,neoplasm progression
CID000003478,C0005416,biliary dyskinesia
CID000003478,C0435632,hand fracture
CID000003478,C0521845,drug effect decreased
CID000003478,C0302295,Rash
CID000003478,C0162533,Porphyria non-acute
CID000003478,C0020503,hyperparathyroidism secondary
CID000003478,C0160237,subdural haemorrhage
CID000003478,C0337629,economic problem
CID000003478,C0549391,bladder discomfort
CID000003478,C0748726,allergic sinusitis
CID000003478,C0026826,Hypertonia
CID000003478,C0520863,diastolic dysfunction
CID000003478,C0542518,kidney enlargement
CID000003478,C0155967,ulcer haemorrhage
CID000003478,C0155966,diverticulum
CID000003478,C0376405,treatment noncompliance
CID000003478,C0193438,gallbladder operation
CID000003478,C0342592,anion gap increased
CID000003478,C1696153,pitting oedema
CID000003478,C0264309,vocal cord disorder
CID000003478,C0270777,spinal cord oedema
CID000003478,C3665347,Visual impairment
CID000003478,C2363981,chronic hepatic failure
CID000003478,C1321896,peroneal nerve injury
CID000003478,C0239981,hypoalbuminaemia
CID000003478,C1112200,accidental needle stick
CID000003478,C0520600,cardio-respiratory arrest
CID000003478,C1141920,shunt infection
CID000003478,C1760428,suicidal behaviour
CID000003478,C1869039,dysthymic disorder
CID000003478,C0155895,acute pulmonary oedema
CID000003478,C1504438,cerebral artery stenosis
CID000003478,C0919620,electrocardiogram st-t change
CID000003478,C0239935,haematocrit increased
CID000003478,C0877225,bone density decreased
CID000003478,C0700431,cardiac rehabilitation therapy
CID000003478,C0151773,bone marrow depression
CID000003478,C0877398,anaemia postoperative
CID000003478,C0851727,pharyngeal disorder
CID000003478,C1504348,congenital vaginal cyst
CID000003478,C0877302,insulin-requiring type 2 diabetes mellitus
CID000003478,C1261300,cystocele
CID000003478,C0278575,cervix carcinoma stage i
CID000003478,C1096297,postoperative respiratory distress
CID000003478,C0850034,neurological infection
CID000003478,C1167981,hypoaesthesia
CID000003478,C0919603,application site urticaria
CID000003478,C0872380,food craving
CID000003478,C0264879,heart valve incompetence
CID000003478,C0549357,abdominal adhesions
CID000003478,C0349782,ischaemic cardiomyopathy
CID000003478,C0853965,exposure to toxic agent
CID000003478,C0878773,hypertonic bladder
CID000003478,C0040809,refusal of treatment by patient
CID000003478,C0524620,metabolic syndrome
CID000003478,C0853118,blood testosterone increased
CID000003478,C0877418,blood culture positive
CID000003478,C0919857,ecg signs of ventricular hypertrophy
CID000003478,C2363731,oropharyngeal pain
CID000003478,C0242698,left ventricular dysfunction
CID000003478,C0005427,biliary tract operation
CID000003478,C0853737,blood bicarbonate
CID000003478,C0744321,gastrointestinal arteriovenous malformation
CID000003478,C0854242,angiodysplasia
CID000003478,C0853946,pain exacerbated
CID000003478,C0160390,hepatic trauma
CID000003478,C0235827,therapeutic response decreased
CID000003478,C0239940,glycosylated haemoglobin increased
CID000003478,C0949059,polyp colorectal
CID000003478,C0239949,hepatojugular reflux
CID000003478,C0263888,back disorder
CID000003478,C0948008,ischaemic stroke
CID000003478,C0343900,histoplasmosis disseminated
CID000003478,C0043202,wolff-parkinson-white syndrome
CID000003478,C0085076,breast reconstruction
CID000003478,C0857347,laparotomy
CID000003478,C0277890,blood pressure diastolic decreased
CID000003478,C0241148,skin plaque
CID000003478,C1328331,hospitalisation
CID000003478,C0750934,arthroscopic surgery
CID000003478,C0855790,mean cell volume decreased
CID000003478,C0949690,spinal osteoarthritis
CID000003478,C0855644,blood uric acid decreased
CID000003478,C0281361,adenocarcinoma pancreas
CID000003478,C1319851,nuclear magnetic resonance imaging brain abnormal
CID000003478,C1095946,rheumatoid nodule
CID000003478,C0187830,leg amputation
CID000003478,C0024633,mallory-weiss syndrome
CID000003478,C1698397,incision site infection
CID000003478,C0001263,abdominal infection
CID000003478,C0581883,deafness bilateral
CID000003478,C0845666,knee arthroplasty
CID000003478,C1963916,neuropathic pain
CID000003478,C1167958,jugular vein distension
CID000003478,C0242231,coronary artery stenosis
CID000003478,C0152456,gallbladder cholesterolosis
CID000003478,C0019187,hepatitis alcoholic
CID000003478,C0856223,mental disorder
CID000003478,C0852766,biopsy lymph gland abnormal
CID000003478,C0162830,Photosensitivity reaction
CID000003478,C0549369,pancreatic enzymes increased
CID000003478,C0855235,feelings of worthlessness
CID000003478,C0542044,incoherent
CID000003478,C1321898,Haematochezia
CID000003478,C0858342,pco2 decreased
CID000003478,C0546817,fluid overload
CID000003478,C0236845,breathing-related sleep disorder
CID000003478,C0853748,blood electrolytes abnormal
CID000003478,C1456868,diabetic foot
CID000003478,C1535939,pneumocystis jiroveci pneumonia
CID000003478,C0021775,intermittent claudication
CID000003478,C0155652,acute myocardial infarction
CID000003478,C0854110,insulin resistant diabetes
CID000003478,C0853348,arthropod bite
CID000003478,C0020580,Hypoaesthesia
CID000003478,C0017612,open angle glaucoma
CID000003478,C1142287,ventricular hypokinesia
CID000003478,C0267792,hepatobiliary disease
CID000003478,C1142474,metastatic neoplasm
CID000003478,C0206633,angiomyolipoma
CID000003478,C0579121,diabetes mellitus inadequate control
CID000003478,C0596170,binge eating
CID000003478,C1096532,vascular pseudoaneurysm
CID000003478,C1328308,increased upper airway secretion
CID000003478,C0039971,Thirst
CID000003478,C0877314,blood glucose fluctuation
CID000003478,C1536093,dilatation atrial
CID000003478,C0410256,muscle injury
CID000003478,C0030662,gambling
CID000003478,C0265101,carotid artery occlusion
CID000003478,C0015459,face injury
CID000003478,C0522153,urine colour abnormal
CID000003478,C1262109,procedural hypotension
CID000003478,C0877038,electrocardiogram poor r-wave progression
CID000003478,C0271899,normochromic normocytic anaemia
CID000003478,C0741160,aortic aneurysm rupture
CID000003478,C0242891,tooth injury
CID000003478,C1112275,diabetic gastroenteropathy
CID000003478,C0853049,exercise test abnormal
CID000003478,C1095988,brain natriuretic peptide increased
CID000003478,C0860554,spinal column stenosis
CID000003478,C0333516,tumour necrosis
CID000003478,C0038990,Hyperhidrosis
CID000003478,C0542120,injection site nodule
CID000003478,C0375259,aortic valve disease
CID000003478,C0020523,type i hypersensitivity
CID000003478,C0013772,elder abuse
CID000003478,C0086439,decreased activity
CID000003478,C2697368,Gastrointestinal tract irritation
CID000003478,C0853959,device breakage
CID000003478,C0272416,splenic vein thrombosis
CID000003478,C0853225,international normalised ratio increased
CID000003478,C0746883,febrile neutropenia
CID000003478,C0037926,spinal cord compression
CID000003478,C0853223,activated partial thromboplastin time prolonged
CID000003478,C0023218,Muscle spasms
CID000002585,C0155862,pneumonia streptococcal
CID000002585,C0341697,renal impairment
CID000002585,C0234533,Convulsion
CID000002585,C0238158,haemochromatosis
CID000002585,C0231247,weight loss poor
CID000002585,C0151946,pulmonary thrombosis
CID000002585,C1095952,surgery
CID000002585,C0026635,mouth breathing
CID000002585,C0267917,cholangitis acute
CID000002585,C0852091,bone disorder
CID000002585,C0856054,mental status changes
CID000002585,C1096132,csf monocyte count decreased
CID000002585,C0340865,Anaphylactoid reaction
CID000002585,C0855829,aspiration pleural cavity
CID000002585,C0036980,Cardiogenic shock
CID000002585,C1141948,troponin increased
CID000002585,C0919892,blood pressure inadequately controlled
CID000002585,C0743668,limb injury
CID000002585,C0877211,general physical health deterioration
CID000002585,C0877217,abasia
CID000002585,C0340464,Extrasystoles
CID000002585,C1868765,joint fluid drainage
CID000002585,C0040440,tooth extraction
CID000002585,C1869048,ageusia
CID000002585,C0553732,prothrombin level decreased
CID000002585,C0267075,oesophagitis ulcerative
CID000002585,C1869046,neuroleptic malignant syndrome
CID000002585,C0854326,escherichia infection
CID000002585,C3665386,Visual impairment
CID000002585,C0003621,appetite disorder
CID000002585,C0195053,haematoma evacuation
CID000002585,C1963899,gastroduodenitis
CID000002585,C0473120,abdominal haematoma
CID000002585,C0948238,erectile dysfunction
CID000002585,C0272774,foot fracture
CID000002585,C0235431,blood creatinine increased
CID000002585,C0277885,blood pressure systolic decreased
CID000002585,C0178417,anhedonia
CID000002585,C0235439,Oedema peripheral
CID000002585,C0852795,blood insulin increased
CID000002585,C0158439,osteitis deformans
CID000002585,C0194053,renal surgery
CID000002585,C1869032,erythropenia
CID000002585,C0948806,catheter related complication
CID000002585,C0919786,transferrin saturation increased
CID000002585,C0237849,skin desquamation
CID000002585,C0861111,cardioactive drug level increased
CID000002585,C0038325,Erythema multiforme
CID000002585,C0520886,electrocardiogram st segment elevation
CID000002585,C0302269,ostectomy
CID000002585,C0042075,Urinary tract disorder
CID000002585,C2830004,Somnolence
CID000002585,C0149699,fibula fracture
CID000002585,C0521503,injection site burning
CID000002585,C0853759,blood potassium
CID000002585,C0238217,kidney transplant rejection
CID000002585,C1262281,thrombosis in device
CID000002585,C0270790,quadriparesis
CID000002585,C0189817,cardiac pacemaker insertion
CID000002585,C1735340,extrasystoles
CID000002585,C0155626,Acute myocardial infarction
CID000002585,C0151578,Blood creatinine increased
CID000002585,C0151718,hypocholesterolaemia
CID000002585,C1868718,coronary artery restenosis
CID000002585,C0021775,intermittent claudication
CID000002585,C0333472,epidermolysis
CID000002585,C1744601,heart rate abnormal
CID000002585,C0234547,drug withdrawal convulsions
CID000002585,C0238106,clostridium difficile colitis
CID000002585,C0852921,blood fibrinogen increased
CID000002585,C1697540,infusion site mobility decreased
CID000002585,C0267821,Hepatic congestion
CID000002585,C0577066,gallbladder enlargement
CID000002585,C0240811,prostate infection
CID000002585,C0854369,apallic syndrome
CID000002585,C1141873,biliary sepsis
CID000002585,C0476369,echocardiogram abnormal
CID000002585,C1142438,serratia bacteraemia
CID000002585,C1290785,palatal disorder
CID000002585,C0018821,cardiac operation
CID000002585,C0241166,skin tightness
CID000002585,C0948681,blood glucose abnormal
CID000002585,C1704204,pedal pulse absent
CID000002585,C0948279,beta haemolytic streptococcal infection
CID000002585,C1963873,cardioversion
CID000002585,C0002965,angina unstable
CID000002585,C0409497,joint injury
CID000002585,C0235490,peripheral ischaemia
CID000002585,C0853149,blood lactate dehydrogenase increased
CID000002585,C0522067,hepatic pain
CID000002585,C0860901,protein total decreased
CID000002585,C0267048,glossoptosis
CID000002585,C0869219,speech disorder
CID000002585,C0028173,Blood urea increased
CID000002585,C0520561,small intestinal haemorrhage
CID000002585,C0858701,skin hypertrophy
CID000002585,C0242350,Erectile dysfunction
CID000002585,C0854794,hepatic neoplasm malignant
CID000002585,C0581142,plasma cell count
CID000002585,C0853714,application site pruritus
CID000002585,C0857256,Malaise
CID000002585,C0152973,serratia sepsis
CID000002585,C0003893,joint arthroplasty
CID000002585,C0278134,sensory loss
CID000002585,C0919672,multi-organ failure
CID000002585,C0021932,endotracheal intubation
CID000002585,C0241863,Diabetes mellitus
CID000002585,C0476273,Respiratory distress
CID000002585,C0341503,peritonitis bacterial
CID000002585,C0549389,wound drainage
CID000002585,C0521211,diverticulectomy
CID000002585,C0007222,Cardiovascular disorder
CID000002585,C0853784,blood iron increased
CID000002585,C1444565,cardiopulmonary failure
CID000002585,C0018128,vascular graft occlusion
CID000002585,C0877055,acute generalised exanthematous pustulosis
CID000002585,C0521160,Dermatitis psoriasiform
CID000002585,C1096048,scan bone marrow abnormal
CID000002585,C0855644,blood uric acid decreased
CID000002585,C0856103,hepatic function abnormal
CID000002585,C0853760,blood potassium increased
CID000002585,C0033790,pseudobulbar palsy
CID000002585,C0158281,cervicobrachial syndrome
CID000002585,C0424551,exercise tolerance decreased
CID000002585,C0158288,lumbar spinal stenosis
CID000002585,C0744403,gingival infection
CID000002585,C1096103,cardiac assistance device user
CID000002585,C0919768,extremity contracture
CID000002585,C1504460,genital erosion
CID000002585,C1142474,metastatic neoplasm
CID000002585,C0151994,uterine enlargement
CID000002585,C0235876,Depression
CID000002585,C0235874,condition aggravated
CID000002585,C1141937,nephrogenic anaemia
CID000002585,C0920178,stent occlusion
CID000002585,C0812387,Feeling cold
CID000002585,C0034642,crackles lung
CID000002585,C0009450,Infection
CID000002585,C0021053,Immune system disorder
CID000002585,C0151539,blood urea increased
CID000002585,C1096035,infusion site pain
CID000002585,C0340909,arteriovenous fistula thrombosis
CID000002585,C0016506,foot deformity
CID000002585,C0151662,gamma-glutamyltransferase increased
CID000002585,C0151746,Renal impairment
CID000002585,C0235198,Disturbance in attention
CID000002585,C0424740,Peripheral coldness
CID000002585,C0006285,bronchopneumonia
CID000002585,C1695691,wound infection
CID000002585,C0151691,high density lipoprotein decreased
CID000002585,C0204324,dental operation
CID000002585,C0877272,enterocolitis viral
CID000002585,C0948713,bone erosion
CID000002585,C0235601,hypocoagulable state
CID000002585,C0869424,mineral deficiency
CID000002585,C1963940,vascular graft
CID000002585,C0085633,mood altered
CID000002585,C1535973,bone fragmentation
CID000002585,C0522756,exposure to chemical pollution
CID000002585,C0003132,anoxic encephalopathy
CID000002585,C0023654,lichenification
CID000002585,C1096730,staphylococcal infection
CID000002585,C0851638,Heart failure signs and symptoms
CID000002585,C0863113,Hypotension
CID000002585,C1112210,catheter site infection
CID000002585,C0475022,renal haematoma
CID000002585,C0877027,joint range of motion decreased
CID000002585,C0852411,mental impairment
CID000002585,C0854479,device failure
CID000002585,C2609413,product substitution issue
CID000002585,C0028961,oliguria
CID000002585,C0851353,Blood and lymphatic system disorders
CID000002585,C0855775,pulmonary function test decreased
CID000002585,C0520775,cystitis klebsiella
CID000002585,C0853772,blood calcium abnormal
CID000002585,C0238074,cor pulmonale chronic
CID000002585,C1608945,exfoliative rash
CID000002585,C1611706,myosclerosis
CID000002585,C0278718,chronic lymphocytic leukaemia stage 0
CID000002585,C0241237,dysstasia
CID000002585,C0263008,skin fibrosis
CID000002585,C0849918,eyelids pruritus
CID000002585,C0267209,gastric varices
CID000002585,C0475858,pruritus generalised
CID000002585,C0853893,device interaction
CID000002585,C0425791,peau d'orange
CID000002585,C0853895,mental disorder due to a general medical condition
CID000002585,C0018772,Hearing impaired
CID000002585,C0241013,serum ferritin increased
CID000002585,C0235467,Angina pectoris
CID000002585,C0521849,drug interaction
CID000002585,C0151811,subcutaneous nodule
CID000002585,C0700590,Hyperhidrosis
CID000002585,C0151814,coronary artery occlusion
CID000002585,C0035067,renal artery stenosis
CID000002585,C0344315,depressed mood
CID000002585,C0854732,dementia alzheimer's type
CID000002585,C0016664,stress fracture
CID000002585,C0242979,muscle fatigue
CID000002585,C0877046,tooth infection
CID000002585,C0520558,teeth brittle
CID000002585,C0235437,Gravitational oedema
CID000002585,C0042023,pollakiuria
CID000002585,C0233632,thinking abnormal
CID000002585,C2363915,cerebellar ischaemia
CID000002585,C1112653,angioplasty
CID000002585,C1144799,hypertensive cardiomyopathy
CID000002585,C1262018,transplant failure
CID000002585,C0948824,haemorrhagic anaemia
CID000002585,C0007193,congestive cardiomyopathy
CID000002585,C0007196,restrictive cardiomyopathy
CID000002585,C0549397,nasal septum deviation
CID000002585,C0854238,diverticulum intestinal haemorrhagic
CID000002585,C0877048,oral fungal infection
CID000002585,C0877690,renal graft loss
CID000002585,C0016385,cardiac flutter
CID000002585,C0520736,coombs positive haemolytic anaemia
CID000002585,C0155966,diverticulum
CID000002585,C1167654,acute prerenal failure
CID000002585,C0264492,chronic respiratory failure
CID000002585,C1096403,ejection fraction decreased
CID000002585,C0264490,acute respiratory failure
CID000002585,C0151599,Drug level increased
CID000002585,C1168207,haemodialysis
CID000002585,C0277585,drug intolerance
CID000002585,C0264714,cardiac failure acute
CID000002585,C0948525,musculoskeletal stiffness
CID000002585,C0521481,oedema mucosal
CID000002585,C1306063,acute left ventricular failure
CID000002585,C0234215,Discomfort
CID000002585,C0333258,lymphorrhoea
CID000002585,C0150450,altered state of consciousness
CID000002585,C1168170,poor dental condition
CID000002585,C0155895,acute pulmonary oedema
CID000002585,C0520600,cardio-respiratory arrest
CID000002585,C0017178,Gastrointestinal disorder
CID000002585,C0267809,cryptogenic cirrhosis
CID000002585,C0185221,bone debridement
CID000002585,C0877225,bone density decreased
CID000002585,C0920166,catheter site haemorrhage
CID000002585,C0005778,Coagulopathy
CID000002585,C0029453,osteopenia
CID000002585,C0741453,bedridden
CID000002585,C0241742,wound haemorrhage
CID000002585,C0151826,Chest pain
CID000002585,C0205204,scab
CID000002585,C0542313,sleep talking
CID000002585,C0162643,treatment failure
CID000002585,C0743733,eye laser surgery
CID000002585,C1096297,postoperative respiratory distress
CID000002585,C0231856,breath sounds abnormal
CID000002585,C1096117,off label use
CID000002585,C1167981,hypoaesthesia
CID000002585,C0160390,hepatic trauma
CID000002585,C0349782,ischaemic cardiomyopathy
CID000002585,C1167854,implant site infection
CID000002585,C0040809,refusal of treatment by patient
CID000002585,C1095991,brain natriuretic peptide abnormal
CID000002585,C0546343,mucosal erosion
CID000002585,C0877418,blood culture positive
CID000002585,C0264882,tricuspid valve disease
CID000002585,C0860283,thrombophlebitis septic
CID000002585,C1112669,tobacco user
CID000002585,C1535893,orthostatic intolerance
CID000002585,C0242698,left ventricular dysfunction
CID000002585,C1112666,respiratory dyskinesia
CID000002585,C0220870,Dizziness
CID000002585,C0521232,arterial stent insertion
CID000002585,C0423791,Rash maculo-papular
CID000002585,C0185216,sequestrectomy
CID000002585,C0856049,peripheral embolism
CID000002585,C0239940,glycosylated haemoglobin increased
CID000002585,C0520767,endocarditis staphylococcal
CID000002585,C0948588,lymphangiosis carcinomatosa
CID000002585,C0549405,blood pressure fluctuation
CID000002585,C1260922,respiration abnormal
CID000002585,C0155107,corneal deposits
CID000002585,C0264686,coronary artery embolism
CID000002585,C0155690,myocarditis septic
CID000002585,C0700431,cardiac rehabilitation therapy
CID000002585,C0855472,blood alkaline phosphatase decreased
CID000002585,C0241148,skin plaque
CID000002585,C0919887,drug ineffective
CID000002585,C0919882,incision site haemorrhage
CID000002585,C0235315,faeces discoloured
CID000002585,C0190173,heart valve replacement
CID000002585,C0949690,spinal osteoarthritis
CID000002585,C1611149,bilevel positive airway pressure
CID000002585,C0948425,large intestinal haemorrhage
CID000002585,C0155938,malocclusion
CID000002585,C0206061,Interstitial lung disease
CID000002585,C0522042,loss of control of legs
CID000002585,C0009918,joint contracture
CID000002585,C0151603,Generalised oedema
CID000002585,C0728899,Poisoning
CID000002585,C1698397,incision site infection
CID000002585,C0574067,Cough
CID000002585,C1112390,cardiac procedure complication
CID000002585,C0235039,pallor
CID000002585,C0596611,gene mutation
CID000002585,C0234131,motor dysfunction
CID000002585,C0264220,chronic respiratory disease
CID000002585,C0151736,Injury
CID000002585,C0687713,Gastrointestinal pain
CID000002585,C0581164,Cardioactive drug level increased
CID000002585,C0162830,Photosensitivity reaction
CID000002585,C0919799,heparin-induced thrombocytopenia
